season,date,team1,team2,toss_winner,toss_decision,winner,venue
2005/06,3/22/2006,Sri Lanka,Pakistan,Pakistan,field,Pakistan,Sinhalese Sports Club Ground
2005/06,3/19/2006,Sri Lanka,Pakistan,Pakistan,field,Pakistan,R Premadasa Stadium
2005/06,3/17/2006,Sri Lanka,Pakistan,Sri Lanka,field,,R Premadasa Stadium
2005/06,3/12/2006,South Africa,Australia,Australia,bat,South Africa,New Wanderers Stadium
2005/06,3/10/2006,South Africa,Australia,South Africa,bat,Australia,Kingsmead
2005/06,3/5/2006,South Africa,Australia,South Africa,field,Australia,St George's Park
2005/06,3/4/2006,New Zealand,West Indies,New Zealand,bat,West Indies,Eden Park
2005/06,3/3/2006,South Africa,Australia,South Africa,bat,South Africa,Newlands
2005/06,3/1/2006,New Zealand,West Indies,West Indies,field,New Zealand,McLean Park
2005/06,2/26/2006,South Africa,Australia,Australia,bat,South Africa,SuperSport Park
2005/06,2/25/2006,New Zealand,West Indies,New Zealand,bat,New Zealand,Jade Stadium
2005/06,2/25/2006,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,Chittagong Divisional Stadium
2005/06,2/22/2006,New Zealand,West Indies,New Zealand,field,New Zealand,Queenstown Events Centre
2005/06,2/22/2006,Bangladesh,Sri Lanka,Bangladesh,field,Bangladesh,Shaheed Chandu Stadium
2005/06,2/20/2006,Bangladesh,Sri Lanka,Bangladesh,bat,Sri Lanka,Shaheed Chandu Stadium
2005/06,2/19/2006,Pakistan,India,India,field,India,National Stadium
2005/06,2/18/2006,New Zealand,West Indies,New Zealand,bat,New Zealand,Westpac Stadium
2005/06,2/16/2006,Pakistan,India,India,field,India,Multan Cricket Stadium
2005/06,2/14/2006,Australia,Sri Lanka,Sri Lanka,bat,Australia,"Brisbane Cricket Ground, Woolloongabba"
2005/06,2/13/2006,Pakistan,India,India,field,India,Gaddafi Stadium
2005/06,2/12/2006,Australia,Sri Lanka,Australia,bat,Australia,Sydney Cricket Ground
2005/06,2/11/2006,Pakistan,India,Pakistan,bat,India,Rawalpindi Cricket Stadium
2005/06,2/10/2006,Australia,Sri Lanka,Sri Lanka,bat,Sri Lanka,Adelaide Oval
2005/06,2/7/2006,South Africa,Sri Lanka,Sri Lanka,bat,Sri Lanka,Bellerive Oval
2005/06,2/6/2006,Pakistan,India,Pakistan,field,Pakistan,Arbab Niaz Stadium
2005/06,2/5/2006,Australia,South Africa,Australia,bat,Australia,Sydney Cricket Ground
2005/06,2/3/2006,Australia,South Africa,Australia,bat,Australia,Docklands Stadium
2005/06,1/31/2006,South Africa,Sri Lanka,Sri Lanka,bat,South Africa,Western Australia Cricket Association Ground
2005/06,1/29/2006,Australia,Sri Lanka,Sri Lanka,bat,Australia,Western Australia Cricket Association Ground
2005/06,1/26/2006,Australia,Sri Lanka,Sri Lanka,bat,Australia,Adelaide Oval
2005/06,1/24/2006,South Africa,Sri Lanka,South Africa,bat,South Africa,Adelaide Oval
2005/06,1/22/2006,Australia,Sri Lanka,Sri Lanka,bat,Sri Lanka,Sydney Cricket Ground
2005/06,1/20/2006,Australia,South Africa,Australia,bat,Australia,Docklands Stadium
2005/06,1/17/2006,South Africa,Sri Lanka,South Africa,field,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba"
2005/06,1/15/2006,Australia,South Africa,Australia,bat,South Africa,"Brisbane Cricket Ground, Woolloongabba"
2005/06,1/6/2006,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,Westpac Stadium
2005/06,1/3/2006,New Zealand,Sri Lanka,New Zealand,field,New Zealand,Jade Stadium
2005/06,12/31/2005,Sri Lanka,New Zealand,New Zealand,field,New Zealand,John Davies Oval
2005/06,12/21/2005,England,Pakistan,England,bat,England,Rawalpindi Cricket Stadium
2005/06,12/15/2005,Pakistan,England,England,field,Pakistan,National Stadium
2005/06,12/10/2005,England,Pakistan,England,bat,England,Gaddafi Stadium
2005/06,12/3/2005,Australia,New Zealand,New Zealand,field,Australia,Eden Park
2005/06,11/28/2005,South Africa,India,India,field,India,Wankhede Stadium
2005/06,11/16/2005,India,South Africa,South Africa,field,South Africa,"Rajiv Gandhi International Stadium, Uppal"
2005/06,11/12/2005,Sri Lanka,India,Sri Lanka,bat,India,Reliance Stadium
2005/06,11/9/2005,Sri Lanka,India,India,field,India,Madhavrao Scindia Cricket Ground
2005/06,11/6/2005,India,Sri Lanka,Sri Lanka,field,Sri Lanka,"Sardar Patel (Gujarat) Stadium, Motera"
2005/06,11/6/2005,New Zealand,South Africa,South Africa,field,South Africa,SuperSport Park
2005/06,11/4/2005,South Africa,New Zealand,South Africa,bat,,Kingsmead
2005/06,11/3/2005,Sri Lanka,India,India,field,India,Nehru Stadium
2005/06,10/30/2005,New Zealand,South Africa,South Africa,field,South Africa,St George's Park
2005/06,10/28/2005,Sri Lanka,India,India,field,India,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2005/06,10/28/2005,South Africa,New Zealand,South Africa,bat,South Africa,Newlands
2005/06,10/25/2005,India,Sri Lanka,India,bat,India,Vidarbha C.A. Ground
2005/06,10/9/2005,Australia,ICC World XI,Australia,bat,Australia,Docklands Stadium
2005/06,10/7/2005,Australia,ICC World XI,Australia,bat,Australia,Docklands Stadium
2005,9/6/2005,India,New Zealand,India,bat,New Zealand,Harare Sports Club
2005,9/4/2005,Zimbabwe,India,India,field,India,Harare Sports Club
2005,8/31/2005,New Zealand,Zimbabwe,New Zealand,bat,New Zealand,Harare Sports Club
2005,8/31/2005,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,Sinhalese Sports Club Ground
2005,8/29/2005,India,Zimbabwe,Zimbabwe,field,India,Harare Sports Club
2005,8/21/2005,Africa XI,Asia XI,Africa XI,bat,,Kingsmead
2005,8/17/2005,Africa XI,Asia XI,Asia XI,field,Africa XI,SuperSport Park
2005,8/6/2005,West Indies,Sri Lanka,West Indies,bat,West Indies,"R.Premadasa Stadium, Khettarama"
2005,8/2/2005,Sri Lanka,West Indies,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2005,7/31/2005,West Indies,India,West Indies,bat,India,Rangiri Dambulla International Stadium
2005,7/12/2005,England,Australia,Australia,field,Australia,Kennington Oval
2005,7/2/2005,Australia,England,England,field,,Lord's
2005,6/30/2005,Bangladesh,Australia,Australia,field,Australia,St Lawrence Ground
2005,6/28/2005,Australia,England,Australia,bat,,Edgbaston
2005,6/26/2005,Bangladesh,England,Bangladesh,bat,England,Headingley
2005,6/25/2005,Bangladesh,Australia,Australia,field,Australia,Old Trafford
2005,6/23/2005,Australia,England,England,field,Australia,Riverside Ground
2005,6/18/2005,Australia,Bangladesh,Australia,bat,Bangladesh,Sophia Gardens
2005,6/16/2005,Bangladesh,England,England,field,England,Kennington Oval
2005,5/22/2005,Pakistan,West Indies,West Indies,field,Pakistan,"Daren Sammy National Cricket Stadium, Gros Islet"
2005,5/18/2005,Pakistan,West Indies,West Indies,field,Pakistan,"Arnos Vale Ground, Kingstown"
2005,5/15/2005,West Indies,South Africa,South Africa,field,South Africa,"Queen's Park Oval, Port of Spain"
2005,5/8/2005,West Indies,South Africa,South Africa,field,South Africa,"Sabina Park, Kingston"
2004/05,4/17/2005,Pakistan,India,Pakistan,bat,Pakistan,Arun Jaitley Stadium
2004/05,4/15/2005,India,Pakistan,India,bat,Pakistan,Green Park
2004/05,4/12/2005,India,Pakistan,India,bat,Pakistan,"Sardar Patel (Gujarat) Stadium, Motera"
2004/05,4/5/2005,India,Pakistan,India,bat,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2004/05,3/2/2005,Zimbabwe,South Africa,Zimbabwe,bat,South Africa,St George's Park
2004/05,3/1/2005,New Zealand,Australia,Australia,field,Australia,Basin Reserve
2004/05,2/27/2005,South Africa,Zimbabwe,Zimbabwe,field,South Africa,Kingsmead
2004/05,2/26/2005,Australia,New Zealand,Australia,bat,Australia,Eden Park
2004/05,2/25/2005,South Africa,Zimbabwe,Zimbabwe,field,South Africa,The Wanderers Stadium
2004/05,2/13/2005,England,South Africa,South Africa,field,South Africa,SuperSport Park
2004/05,2/11/2005,South Africa,England,South Africa,bat,,Kingsmead
2004/05,2/9/2005,South Africa,England,South Africa,bat,South Africa,Buffalo Park
2004/05,2/6/2005,South Africa,England,England,field,South Africa,Newlands
2004/05,2/4/2005,Australia,Pakistan,Australia,bat,Australia,Melbourne Cricket Ground
2004/05,2/4/2005,England,South Africa,England,bat,South Africa,St George's Park
2004/05,2/2/2005,England,South Africa,South Africa,field,,Mangaung Oval
2004/05,2/1/2005,Pakistan,West Indies,West Indies,field,Pakistan,W.A.C.A. Ground
2004/05,1/31/2005,Zimbabwe,Bangladesh,Zimbabwe,bat,Bangladesh,Bangabandhu National Stadium
2004/05,1/30/2005,Australia,Pakistan,Australia,bat,Pakistan,W.A.C.A. Ground
2004/05,1/30/2005,South Africa,England,England,field,England,The Wanderers Stadium
2004/05,1/26/2005,Australia,West Indies,Australia,bat,Australia,Adelaide Oval
2004/05,1/24/2005,Zimbabwe,Bangladesh,Zimbabwe,bat,Zimbabwe,MA Aziz Stadium
2004/05,1/23/2005,Pakistan,Australia,Australia,field,Australia,Sydney Cricket Ground
2004/05,1/21/2005,West Indies,Australia,West Indies,bat,,"Brisbane Cricket Ground, Woolloongabba"
2004/05,1/19/2005,West Indies,Pakistan,Pakistan,field,Pakistan,"Brisbane Cricket Ground, Woolloongabba"
2004/05,12/27/2004,India,Bangladesh,India,bat,India,Bangabandhu National Stadium
2004/05,12/23/2004,India,Bangladesh,Bangladesh,field,India,MA Aziz Stadium
2004/05,12/8/2004,Australia,New Zealand,Australia,bat,Australia,Sydney Cricket Ground
2004/05,12/5/2004,England,Zimbabwe,England,bat,England,Queens Sports Club
2004/05,12/5/2004,Australia,New Zealand,New Zealand,field,New Zealand,Docklands Stadium
2004/05,12/1/2004,England,Zimbabwe,England,bat,England,Harare Sports Club
2004/05,11/28/2004,Zimbabwe,England,England,field,England,Harare Sports Club
2004/05,11/2/2004,New Zealand,Bangladesh,New Zealand,bat,New Zealand,MA Aziz Stadium
2004/05,10/16/2004,Sri Lanka,Pakistan,Pakistan,field,Sri Lanka,Gaddafi Stadium
2004/05,10/9/2004,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka,Rawalpindi Cricket Stadium
2004/05,10/6/2004,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan,National Stadium
2004/05,10/3/2004,Zimbabwe,Pakistan,Pakistan,field,Pakistan,Arbab Niaz Stadium
2004/05,9/30/2004,Pakistan,Zimbabwe,Pakistan,bat,Pakistan,Multan Cricket Stadium
2004,9/25/2004,England,West Indies,West Indies,field,West Indies,Kennington Oval
2004,9/22/2004,Pakistan,West Indies,Pakistan,bat,West Indies,The Rose Bowl
2004,9/21/2004,Australia,England,England,field,England,Edgbaston
2004,9/19/2004,South Africa,West Indies,West Indies,field,West Indies,Kennington Oval
2004,9/19/2004,India,Pakistan,Pakistan,field,Pakistan,Edgbaston
2004,9/18/2004,England,Sri Lanka,Sri Lanka,field,England,The Rose Bowl
2004,9/16/2004,New Zealand,Australia,Australia,field,Australia,Kennington Oval
2004,9/15/2004,Kenya,Pakistan,Pakistan,field,Pakistan,Edgbaston
2004,9/15/2004,West Indies,Bangladesh,Bangladesh,field,West Indies,The Rose Bowl
2004,9/14/2004,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka,Kennington Oval
2004,9/13/2004,United States of America,Australia,Australia,field,Australia,The Rose Bowl
2004,9/11/2004,England,Zimbabwe,Zimbabwe,field,England,Edgbaston
2004,9/11/2004,India,Kenya,Kenya,field,India,The Rose Bowl
2004,9/10/2004,New Zealand,United States of America,United States of America,field,New Zealand,Kennington Oval
2004,9/5/2004,India,England,India,bat,India,Lord's
2004,9/4/2004,Australia,Pakistan,Pakistan,field,Australia,Lord's
2004,9/3/2004,England,India,India,field,England,Kennington Oval
2004,9/1/2004,India,England,England,field,England,Trent Bridge
2004,8/31/2004,Sri Lanka,South Africa,South Africa,field,Sri Lanka,Sinhalese Sports Club
2004,8/28/2004,South Africa,Sri Lanka,Sri Lanka,field,Sri Lanka,Rangiri Dambulla International Stadium
2004,8/23/2004,Australia,India,Australia,bat,,VRA Cricket Ground
2004,8/21/2004,Pakistan,India,India,field,Pakistan,VRA Cricket Ground
2004,8/1/2004,Sri Lanka,India,Sri Lanka,bat,Sri Lanka,R.Premadasa Stadium
2004,7/27/2004,India,Sri Lanka,India,bat,India,R.Premadasa Stadium
2004,7/23/2004,Bangladesh,Sri Lanka,Bangladesh,bat,Sri Lanka,R.Premadasa Stadium
2004,7/21/2004,Pakistan,Sri Lanka,Pakistan,bat,Sri Lanka,R.Premadasa Stadium
2004,7/17/2004,Pakistan,Bangladesh,Pakistan,bat,Pakistan,Sinhalese Sports Club
2004,7/10/2004,New Zealand,West Indies,West Indies,field,New Zealand,Lord's
2004,7/6/2004,England,West Indies,West Indies,field,West Indies,Lord's
2004,7/1/2004,West Indies,England,England,field,England,Headingley
2004,6/29/2004,England,New Zealand,New Zealand,field,New Zealand,Riverside Ground
2004,6/27/2004,England,West Indies,West Indies,field,West Indies,Trent Bridge
2004,5/29/2004,Zimbabwe,Australia,Australia,field,Australia,Harare Sports Club
2004,5/27/2004,Australia,Zimbabwe,Zimbabwe,field,Australia,Harare Sports Club
2004,5/25/2004,Zimbabwe,Australia,Zimbabwe,bat,Australia,Harare Sports Club
2004,5/19/2004,Bangladesh,West Indies,Bangladesh,bat,West Indies,National Cricket Stadium
2004,5/16/2004,West Indies,Bangladesh,Bangladesh,field,West Indies,Arnos Vale Ground
2004,5/15/2004,Bangladesh,West Indies,West Indies,field,West Indies,Arnos Vale Ground
2003/04,5/2/2004,England,West Indies,West Indies,field,West Indies,Daren Sammy National Cricket Stadium
2004,4/27/2004,Sri Lanka,Zimbabwe,Zimbabwe,field,Sri Lanka,Harare Sports Club
2003/04,4/24/2004,West Indies,England,West Indies,bat,,Queen's Park Oval
2004,4/20/2004,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka,Queens Sports Club
2003/04,3/24/2004,India,Pakistan,Pakistan,field,India,Gaddafi Stadium
2003/04,3/21/2004,Pakistan,India,Pakistan,bat,India,Gaddafi Stadium
2003/04,3/19/2004,India,Pakistan,Pakistan,field,Pakistan,Arbab Niaz Stadium
2003/04,3/16/2004,Pakistan,India,Pakistan,bat,Pakistan,Rawalpindi Cricket Stadium
2003/04,3/14/2004,Bangladesh,Zimbabwe,Bangladesh,bat,Zimbabwe,Harare Sports Club
2003/04,2/27/2004,Australia,Sri Lanka,Australia,bat,Australia,R.Premadasa Stadium
2003/04,2/25/2004,South Africa,New Zealand,New Zealand,field,New Zealand,Carisbrook
2003/04,2/22/2004,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,Rangiri Dambulla International Stadium
2003/04,2/20/2004,Australia,Sri Lanka,Australia,bat,Australia,Rangiri Dambulla International Stadium
2003/04,2/8/2004,Australia,India,Australia,bat,Australia,Sydney Cricket Ground
2003/04,2/6/2004,India,Australia,India,bat,Australia,Melbourne Cricket Ground
2003/04,2/1/2004,India,Australia,India,bat,Australia,W.A.C.A. Ground
2003/04,2/1/2004,South Africa,West Indies,South Africa,bat,West Indies,SuperSport Park
2003/04,1/30/2004,West Indies,South Africa,West Indies,bat,,Kingsmead
2003/04,1/29/2004,Australia,Zimbabwe,Zimbabwe,field,,Melbourne Cricket Ground
2003/04,1/25/2004,South Africa,West Indies,South Africa,bat,South Africa,Newlands
2003/04,1/22/2004,India,Australia,India,bat,Australia,Sydney Cricket Ground
2003/04,1/20/2004,India,Zimbabwe,India,bat,India,Brisbane Cricket Ground
2003/04,1/18/2004,India,Australia,India,bat,India,Brisbane Cricket Ground
2003/04,1/16/2004,Australia,Zimbabwe,Australia,bat,Australia,Bellerive Oval
2003/04,1/14/2004,Zimbabwe,India,Zimbabwe,bat,India,Bellerive Oval
2003/04,1/11/2004,Australia,Zimbabwe,Australia,bat,Australia,Sydney Cricket Ground
2003/04,1/9/2004,Australia,India,Australia,bat,Australia,Melbourne Cricket Ground
2003/04,1/3/2004,Pakistan,New Zealand,New Zealand,field,New Zealand,Eden Park
2003/04,12/5/2003,New Zealand,Pakistan,New Zealand,bat,Pakistan,Rawalpindi Cricket Stadium
2003/04,12/1/2003,Pakistan,New Zealand,Pakistan,bat,Pakistan,"Gaddafi Stadium, Lahore"
2003/04,11/30/2003,Zimbabwe,West Indies,Zimbabwe,bat,West Indies,Harare Sports Club
2003/04,11/29/2003,West Indies,Zimbabwe,Zimbabwe,field,West Indies,Harare Sports Club
2003/04,11/29/2003,New Zealand,Pakistan,New Zealand,bat,Pakistan,"Gaddafi Stadium, Lahore"
2003/04,11/26/2003,Zimbabwe,West Indies,West Indies,field,Zimbabwe,Harare Sports Club
2003/04,11/23/2003,West Indies,Zimbabwe,West Indies,bat,Zimbabwe,"Queens Sports Club, Bulawayo"
2003/04,11/18/2003,England,Sri Lanka,England,bat,Sri Lanka,Rangiri Dambulla International Stadium
2003/04,11/15/2003,India,New Zealand,India,bat,India,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan"
2003/04,11/12/2003,Bangladesh,England,Bangladesh,bat,England,"Bangabandhu National Stadium, Dhaka"
2003/04,11/10/2003,Bangladesh,England,Bangladesh,bat,England,"Bangabandhu National Stadium, Dhaka"
2003/04,11/7/2003,Bangladesh,England,Bangladesh,bat,England,"MA Aziz Stadium, Chittagong"
2003/04,11/6/2003,India,New Zealand,India,bat,New Zealand,"Barabati Stadium, Cuttack"
2003/04,11/3/2003,New Zealand,Australia,Australia,field,Australia,"Nehru Stadium, Poona"
2003/04,11/1/2003,Australia,India,Australia,bat,Australia,"Wankhede Stadium, Mumbai"
2003/04,10/29/2003,New Zealand,Australia,New Zealand,bat,Australia,"Nahar Singh Stadium, Faridabad"
2003/04,10/26/2003,India,Australia,India,bat,India,"Captain Roop Singh Stadium, Gwalior"
2003/04,10/23/2003,India,New Zealand,India,bat,,"MA Chidambaram Stadium, Chepauk, Chennai"
2003/04,10/12/2003,Pakistan,South Africa,Pakistan,bat,South Africa,Rawalpindi Cricket Stadium
2003/04,10/10/2003,Pakistan,South Africa,Pakistan,bat,South Africa,Rawalpindi Cricket Stadium
2003/04,10/7/2003,Pakistan,South Africa,Pakistan,bat,South Africa,"Iqbal Stadium, Faisalabad"
2003/04,10/5/2003,Pakistan,South Africa,South Africa,field,Pakistan,"Gaddafi Stadium, Lahore"
2003/04,10/3/2003,Pakistan,South Africa,Pakistan,bat,Pakistan,"Gaddafi Stadium, Lahore"
2003,9/21/2003,Pakistan,Bangladesh,Pakistan,bat,Pakistan,"National Stadium, Karachi"
2003,9/18/2003,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,Rawalpindi Cricket Stadium
2003,9/9/2003,Pakistan,Bangladesh,Pakistan,bat,Pakistan,Multan Cricket Stadium
2003,8/6/2003,Australia,Bangladesh,Australia,bat,Australia,"Marrara Cricket Ground, Darwin"
2003,8/3/2003,Bangladesh,Australia,Bangladesh,bat,Australia,"Bundaberg Rum Stadium, Cairns"
2003,8/2/2003,Bangladesh,Australia,Australia,field,Australia,"Bundaberg Rum Stadium, Cairns"
2003,7/12/2003,South Africa,England,England,field,England,"Lord's, London"
2003,7/10/2003,Zimbabwe,South Africa,Zimbabwe,bat,South Africa,"The Rose Bowl, Southampton"
2003,7/6/2003,Zimbabwe,England,England,field,England,"The Royal & Sun Alliance County Ground, Bristol"
2003,7/3/2003,England,South Africa,England,bat,South Africa,"Old Trafford, Manchester"
2003,7/1/2003,England,Zimbabwe,Zimbabwe,field,,"Headingley, Leeds"
2003,6/29/2003,South Africa,Zimbabwe,Zimbabwe,field,South Africa,"St Lawrence Ground, Canterbury"
2003,6/28/2003,South Africa,England,South Africa,bat,England,"Kennington Oval, London"
2003,6/26/2003,England,Zimbabwe,Zimbabwe,field,Zimbabwe,"Trent Bridge, Nottingham"
2003,6/22/2003,Pakistan,England,England,field,England,"Lord's, London"
2003,6/20/2003,Pakistan,England,Pakistan,bat,England,"Kennington Oval, London"
2003,6/17/2003,England,Pakistan,England,bat,Pakistan,"Old Trafford, Manchester"
2003,6/11/2003,Sri Lanka,West Indies,West Indies,field,West Indies,"Arnos Vale Ground, Kingstown, St Vincent"
2003,6/7/2003,Sri Lanka,West Indies,West Indies,field,Sri Lanka,"Kensington Oval, Bridgetown, Barbados"
2003,6/1/2003,Australia,West Indies,Australia,bat,West Indies,"Queen's Park (New), St George's, Grenada"
2003,5/30/2003,Australia,West Indies,Australia,bat,West Indies,"Queen's Park (New), St George's, Grenada"
2003,5/23/2003,Pakistan,New Zealand,Pakistan,bat,New Zealand,Rangiri Dambulla International Stadium
2003,5/19/2003,New Zealand,Sri Lanka,Sri Lanka,field,New Zealand,Rangiri Dambulla International Stadium
